country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
España,Peugeot 307,"1st gen 5-door Hatch (T5/T6), 2001–2008 (–2011 for LATAM- and –2014 for CN-market)",/gallery.php?markaavto=75&model=63&modgen=12522,/es/nomer30159440,https://img03.platesmania.com/251108/m/30159440.jpg,7757 BXZ,https://img03.platesmania.com/251108/inf/3015944096dc91.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 17:10:05,2,0
España,Nissan Murano,"1st gen (Z50), 2002–2007",/gallery.php?markaavto=72&model=1322&modgen=2099,/es/nomer30159373,https://img03.platesmania.com/251108/m/30159373.jpg,3182 DXR,https://img03.platesmania.com/251108/inf/30159373d08c2f.png,"Mallorca, Illes Balears (Spain) - 2025 #US-Spec",El_Vocho,/user95504,2025-11-08 17:05:49,3,0
España,MG ZS SUV,"1st gen (ZS11), facelift, 2020–",/gallery.php?markaavto=68&model=9685&modgen=4047,/es/nomer30159315,https://img03.platesmania.com/251108/m/30159315.jpg,7024 MGM,https://img03.platesmania.com/251108/inf/30159315dbbc0a.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 17:01:57,0,0
España,Opel Corsa,"3rd gen 5-door Hatch (C; X01), 2000–2006 (–2007 for ZA-market)",/gallery.php?markaavto=74&model=1398&modgen=444,/es/nomer30159229,https://img03.platesmania.com/251108/m/30159229.jpg,0047 DWZ,https://img03.platesmania.com/251108/inf/3015922918acc9.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:57:06,0,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
España,Citroёn Jumpy,"1st gen (U64/U65), 1994–2007",/gallery.php?markaavto=31&model=372&modgen=1518,/es/nomer30159179,https://img03.platesmania.com/251108/m/30159179.jpg,1569 CHS,https://img03.platesmania.com/251108/inf/3015917925644e.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:53:35,0,0
España,SEAT Ibiza,"4th gen ST Wagon (6J), 2010–2017",/gallery.php?markaavto=86&model=1601&modgen=7479,/es/nomer30159149,https://img03.platesmania.com/251108/m/30159149.jpg,6088 JVB,https://img03.platesmania.com/251108/inf/3015914976e234.png,"Paris, France 01/09/2025 #parisiens",Coucouplay,/user102103,2025-11-08 16:51:14,1,0
España,Westfalia Joker,,,/es/nomer30159144,https://img03.platesmania.com/251108/m/30159144.jpg,5426 FZM,https://img03.platesmania.com/251108/inf/30159144d5c625.png,2025-11-08 16:50:42,El_Vocho,/user95504,2025-11-08 16:50:42,0,0
España,Volkswagen Golf,"1st gen Cabrio (17), 1979–1993",/gallery.php?markaavto=96&model=1888&modgen=1361,/es/nomer30159111,https://img03.platesmania.com/251108/m/30159111.jpg,Z 1331 BH,https://img03.platesmania.com/251108/inf/301591118e9cd7.png,Sevilla 2025,svqSpotter,/user106394,2025-11-08 16:48:35,4,0
España,Mercedes-Benz C-Klasse,"1st gen Sedan (W202), 1993–2000",/gallery.php?markaavto=66&model=2287&modgen=971,/es/nomer30159104,https://img03.platesmania.com/251108/m/30159104.jpg,M 4843 TN,https://img03.platesmania.com/251108/inf/30159104f8408f.png,"Provincia de Madrid, ES",sivv,/user104713,2025-11-08 16:47:55,1,0
España,Ford Escort,"5th gen 5-door Hatch (AAL; Global-market), 1990–1995 (–1996 for LATAM-market)",/gallery.php?markaavto=40&model=597&modgen=742,/es/nomer30159098,https://img03.platesmania.com/251108/m/30159098.jpg,SE 0750 BW,https://img03.platesmania.com/251108/inf/30159098fd9532.png,Sevilla 2025,svqSpotter,/user106394,2025-11-08 16:47:26,2,0
España,Mirage,,,/es/nomer30159093,https://img03.platesmania.com/251108/m/30159093.jpg,H 6105 BBH,https://img03.platesmania.com/251108/inf/301590938b80a1.png,2025-11-08 16:47:13,El_Vocho,/user95504,2025-11-08 16:47:13,2,0
España,Ford Transit,"3rd gen Van (V184/V185), 2000–2006",/gallery.php?markaavto=40&model=639&modgen=2582,/es/nomer30159073,https://img03.platesmania.com/251108/m/30159073.jpg,CR 3431 Z,https://img03.platesmania.com/251108/inf/30159073c4aa36.png,Sevilla 2025,svqSpotter,/user106394,2025-11-08 16:45:48,3,0
España,Porsche Boxster,"3rd gen (981), 2012–2017",/gallery.php?markaavto=78&model=1491&modgen=630,/es/nomer30159056,https://img03.platesmania.com/251108/m/30159056.jpg,2778 HZP,https://img03.platesmania.com/251108/inf/30159056bf17e7.png,Sevilla 2025,svqSpotter,/user106394,2025-11-08 16:44:17,2,0
España,Nissan Micra,"2nd gen 5-door Hatch (K11), 1992–2003",/gallery.php?markaavto=72&model=1318&modgen=12607,/es/nomer30159044,https://img03.platesmania.com/251108/m/30159044.jpg,SE 8365 CT,https://img03.platesmania.com/251108/inf/30159044c083dc.png,Sevilla 2025,svqSpotter,/user106394,2025-11-08 16:43:07,3,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
España,Nissan Navara,"2nd gen (D22), facelift, 2001–2005 (–2015 for AU-market)",/gallery.php?markaavto=72&model=1323&modgen=3020,/es/nomer30159030,https://img03.platesmania.com/251108/m/30159030.jpg,8849 FNB,https://img03.platesmania.com/251108/inf/3015903001a48a.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:41:31,2,0
España,Audi Q8,"1st gen (4MN), facelift, 2023–",/gallery.php?markaavto=19&model=9772&modgen=17075,/es/nomer30159026,https://img03.platesmania.com/251108/m/30159026.jpg,9648 NBM,https://img03.platesmania.com/251108/inf/301590261459ac.png,Sevilla 2025,svqSpotter,/user106394,2025-11-08 16:40:32,3,0
España,BMW X5,"4th gen (G05), facelift, 2023–",/gallery.php?markaavto=22&model=45&modgen=13136,/es/nomer30159019,https://img03.platesmania.com/251108/m/30159019.jpg,0234 MVX,https://img03.platesmania.com/251108/inf/30159019cf09ce.png,Cádiz 2025 Gifted by konnor,svqSpotter,/user106394,2025-11-08 16:39:58,3,0
España,Audi Q7,"2nd gen (4MB), 2015–2019",/gallery.php?markaavto=19&model=44&modgen=106,/es/nomer30159015,https://img03.platesmania.com/251108/m/30159015.jpg,5257 JJW,https://img03.platesmania.com/251108/inf/30159015dce4e3.png,Cádiz 2025 Gifted by konnor,svqSpotter,/user106394,2025-11-08 16:39:13,2,0
España,Peugeot 307,"1st gen 5-door Hatch (T5/T6), 2001–2008 (–2011 for LATAM- and –2014 for CN-market)",/gallery.php?markaavto=75&model=63&modgen=12522,/es/nomer30158996,https://img03.platesmania.com/251108/m/30158996.jpg,2621 BSM,https://img03.platesmania.com/251108/inf/3015899610331a.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:37:44,0,0
España,,,,/es/nomer30158962,https://img03.platesmania.com/251108/m/30158962.jpg,0896 MJY,https://img03.platesmania.com/251108/inf/30158962f2afa8.png,2025-11-08 16:34:46,berta,/user110080,2025-11-08 16:34:46,1,0
España,Audi Q7,"1st gen (4LB), 2005–2009",/gallery.php?markaavto=19&model=44&modgen=105,/es/nomer30158830,https://img03.platesmania.com/251108/m/30158830.jpg,4441 GFP,https://img03.platesmania.com/251108/inf/30158830a930da.png,"Mallorca, Illes Balears (Spain) - 2025 #US-Spec",El_Vocho,/user95504,2025-11-08 16:20:20,3,0
España,Mercedes-Benz Vito,"3rd gen (W447), 2014–",/gallery.php?markaavto=66&model=1162&modgen=1882,/es/nomer30158762,https://img03.platesmania.com/251108/m/30158762.jpg,6929 LNS,https://img03.platesmania.com/251108/inf/3015876209912a.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:13:23,0,0
España,Dacia Duster,"1st gen SUV (HS/H79), 2010–2017",/gallery.php?markaavto=32&model=3911&modgen=1314,/es/nomer30158730,https://img03.platesmania.com/251108/m/30158730.jpg,3740 HTF,https://img03.platesmania.com/251108/inf/301587303c303d.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:10:26,0,0
España,Mazda RX-8,"1st gen (SE), 2003–2008",/gallery.php?markaavto=65&model=1112&modgen=13028,/es/nomer30158669,https://img03.platesmania.com/251108/m/30158669.jpg,0070 FLY,https://img03.platesmania.com/251108/inf/30158669e1565d.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 16:04:01,1,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
España,Honda ST Series,"ST125 Dax, 2023–",/gallery.php?markaavto=44&model=12138&modgen=23308,/es/nomer30158621,https://img03.platesmania.com/251108/m/30158621.jpg,6328 NDP,https://img03.platesmania.com/251108/inf/30158621625efc.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 15:57:59,3,0
España,FIAT Panda,"3rd gen (319), 2011–",/gallery.php?markaavto=39&model=573&modgen=170,/es/nomer30158583,https://img03.platesmania.com/251108/m/30158583.jpg,7484 MPV,https://img03.platesmania.com/251108/inf/30158583a2b1ef.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 15:52:54,0,0
España,Lancia Ypsilon,"4th gen (L21), 2024–",/gallery.php?markaavto=55&model=989&modgen=17150,/es/nomer30158559,https://img03.platesmania.com/251108/m/30158559.jpg,3133 MZL,https://img03.platesmania.com/251108/inf/301585594a1574.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 15:49:21,1,0
España,Vauxhall Astra,"2nd gen 3-door Hatch (E; T85), 1984–1992",/gallery.php?markaavto=95&model=1876&modgen=3859,/es/nomer30158533,https://img03.platesmania.com/251108/m/30158533.jpg,Z 3704 AV,https://img03.platesmania.com/251108/inf/30158533753dda.png,Vauxhall Astra GTE Zaragoza,Ferrari296GT3,/user111533,2025-11-08 15:45:32,2,0
España,BMW M2,"1st gen (F87), 2015–2022",/gallery.php?markaavto=22&model=8391&modgen=2385,/es/nomer30158528,https://img03.platesmania.com/251108/m/30158528.jpg,3177 MNG,https://img03.platesmania.com/251108/inf/3015852886542b.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 15:44:59,1,0
España,FIAT Panda,"3rd gen (319), 2011–",/gallery.php?markaavto=39&model=573&modgen=170,/es/nomer30158470,https://img03.platesmania.com/251108/m/30158470.jpg,1951 KHN,https://img03.platesmania.com/251108/inf/30158470637443.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 15:38:37,0,0
España,Peugeot Partner,"3rd gen (K9), 2018–2024",/gallery.php?markaavto=75&model=1457&modgen=6227,/es/nomer30158421,https://img03.platesmania.com/251108/m/30158421.jpg,0088 MBN,https://img03.platesmania.com/251108/inf/30158421e5bee7.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 15:33:59,5,0
España,Buick Envision,"1st gen (D2XX/D2UX), 2016–2018",/gallery.php?markaavto=25&model=8914&modgen=4966,/es/nomer30158056,https://img03.platesmania.com/251108/m/30158056.jpg,0587 MTF,https://img03.platesmania.com/251108/inf/30158056bb5d71.png,"(E) 0587 MTF #US-Spec #Import #FirstinESgallery #exUA - Previously registered in the Cherkasy Oblast, Ukraine [UA]: CA7218IO VIN: LRBFX2SA3KD004741 Marbella (Málaga), Andalusia, E First Envision of the E gallery!",gregolux86,/user52676,2025-11-08 14:57:02,6,0
España,Buick Envision,"1st gen (D2XX/D2UX), 2016–2018",/gallery.php?markaavto=25&model=8914&modgen=4966,/es/nomer30158045,https://img03.platesmania.com/251108/m/30158045.jpg,0587 MTF,https://img03.platesmania.com/251108/inf/301580452e8508.png,"(E) 0587 MTF #US-Spec #Import #FirstinESgallery #exUA - Previously registered in the Cherkasy Oblast, Ukraine [UA]: CA7218IO VIN: LRBFX2SA3KD004741 Marbella (Málaga), Andalusia, E First Envision of the E gallery!",gregolux86,/user52676,2025-11-08 14:55:18,5,0
España,Mercedes-Benz C-Klasse,"1st gen Sedan (W202), 1993–2000",/gallery.php?markaavto=66&model=2287&modgen=971,/es/nomer30158028,https://img03.platesmania.com/251108/m/30158028.jpg,0984 DLG,https://img03.platesmania.com/251108/inf/301580289a50ce.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 14:53:32,1,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
España,Ebro S700,,,/es/nomer30158001,https://img03.platesmania.com/251108/m/30158001.jpg,0112 MZS,https://img03.platesmania.com/251108/inf/30158001e4c395.png,2025-11-08 14:50:18,El_Vocho,/user95504,2025-11-08 14:50:18,0,0
España,Peugeot 3008,,,/es/nomer30157981,https://img03.platesmania.com/251108/m/30157981.jpg,8216 MWJ,https://img03.platesmania.com/251108/inf/301579817a9dda.png,2025-11-08 14:47:35,berta,/user110080,2025-11-08 14:47:35,1,0
España,DR Motor Evo 3,,,/es/nomer30157978,https://img03.platesmania.com/251108/m/30157978.jpg,3478 MZT,https://img03.platesmania.com/251108/inf/301579781aeebf.png,2025-11-08 14:47:13,El_Vocho,/user95504,2025-11-08 14:47:13,2,0
España,Peugeot 3008,,,/es/nomer30157964,https://img03.platesmania.com/251108/m/30157964.jpg,7056 MWP,https://img03.platesmania.com/251108/inf/30157964080c60.png,2025-11-08 14:45:22,berta,/user110080,2025-11-08 14:45:22,1,0
España,Peugeot 307,"1st gen 3-door Hatch (T5/T6), 2001–2008",/gallery.php?markaavto=75&model=63&modgen=14702,/es/nomer30157950,https://img03.platesmania.com/251108/m/30157950.jpg,4532 BNC,https://img03.platesmania.com/251108/inf/30157950266c7b.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 14:42:46,1,0
España,Harley-Davidson XL,,,/es/nomer30157917,https://img03.platesmania.com/251108/m/30157917.jpg,8204 LCH,https://img03.platesmania.com/251108/inf/30157917e8205c.png,2025-11-08 14:38:35,El_Vocho,/user95504,2025-11-08 14:38:35,3,0
España,Porsche 911,"5th gen Cabrio (996), 1998–2005",/gallery.php?markaavto=78&model=1486&modgen=9532,/es/nomer30157887,https://img03.platesmania.com/251108/m/30157887.jpg,0672 DMM,https://img03.platesmania.com/251108/inf/30157887ed1388.png,"Mallorca, Illes Balears (Spain) - 2025",El_Vocho,/user95504,2025-11-08 14:34:29,2,0
España,Mercedes-Benz E-Klasse,"200–300 Sedan (W123), 1975­–1986",/gallery.php?markaavto=66&model=2292&modgen=2651,/es/nomer30157873,https://img03.platesmania.com/251108/m/30157873.jpg,M 7495 TD,https://img03.platesmania.com/251108/inf/301578737b125b.png,casas de don pedro (badajoz) mayo 2025,extremadura_spotting,/user85434,2025-11-08 14:32:26,3,0
España,SEAT Marbella,"1st gen (028), 1986–1998",/gallery.php?markaavto=86&model=1604&modgen=12931,/es/nomer30157863,https://img03.platesmania.com/251108/m/30157863.jpg,M 1973 OY,https://img03.platesmania.com/251108/inf/301578633b386d.png,casas de don pedro (badajoz) mayo 2025,extremadura_spotting,/user85434,2025-11-08 14:30:55,3,0
España,Renault Trafic,"3rd gen (X82), 2014–2021",/gallery.php?markaavto=80&model=1534&modgen=3949,/es/nomer30157859,https://img03.platesmania.com/251108/m/30157859.jpg,0888 KYT,https://img03.platesmania.com/251108/inf/301578597e3950.png,"Mallorca, Illes Balears (Spain) - 2025 Matrícula anterior",El_Vocho,/user95504,2025-11-08 14:30:28,0,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
España,Renault Trafic,"3rd gen (X82), 2014–2021",/gallery.php?markaavto=80&model=1534&modgen=3949,/es/nomer30157856,https://img03.platesmania.com/251108/m/30157856.jpg,0887 KYT,https://img03.platesmania.com/251108/inf/301578566a3f8c.png,"Mallorca, Illes Balears (Spain) - 2025 Matrícula siguiente",El_Vocho,/user95504,2025-11-08 14:30:15,0,0
España,Mercedes-Benz AMG GT,,,/es/nomer30157843,https://img03.platesmania.com/251108/m/30157843.jpg,0249 KZX,https://img03.platesmania.com/251108/inf/30157843e2a3bc.png,2025-11-08 14:28:22,Pabthespanish,/user107889,2025-11-08 14:28:22,2,0
España,Renault Clio,"4th gen Hatch (B98), 2012–2020",/gallery.php?markaavto=80&model=1509&modgen=2402,/es/nomer30157813,https://img03.platesmania.com/251108/m/30157813.jpg,3290 HSF,https://img03.platesmania.com/251108/inf/3015781343550a.png,"Mallorca, Illes Balears (Spain) - 2025 #cat",El_Vocho,/user95504,2025-11-08 14:24:56,3,0
España,Mercedes-Benz CLA-Klasse,"2nd gen Shooting Brake (X118), 2019–",/gallery.php?markaavto=66&model=6201&modgen=7754,/es/nomer30157796,https://img03.platesmania.com/251108/m/30157796.jpg,9457 MSZ,https://img03.platesmania.com/251108/inf/3015779637dd9b.png,Tenerife,canaryplates__,/user86993,2025-11-08 14:22:56,0,0
España,MINI Hatch,"4th gen (J01/F66), 2023–",/gallery.php?markaavto=69&model=6443&modgen=14792,/es/nomer30157793,https://img03.platesmania.com/251108/m/30157793.jpg,6614 NCJ,https://img03.platesmania.com/251108/inf/30157793cca96c.png,Tenerife,canaryplates__,/user86993,2025-11-08 14:22:34,1,0
España,Mazda CX-5,"2nd gen (KF), facelift, 2021–2025",/gallery.php?markaavto=65&model=5248&modgen=13632,/es/nomer30157791,https://img03.platesmania.com/251108/m/30157791.jpg,8413 MDV,https://img03.platesmania.com/251108/inf/30157791b1a557.png,Tenerife,canaryplates__,/user86993,2025-11-08 14:22:17,1,0
España,Citroёn C3,"4th gen, 2024–",/gallery.php?markaavto=31&model=361&modgen=19039,/es/nomer30157787,https://img03.platesmania.com/251108/m/30157787.jpg,7758 MZW,https://img03.platesmania.com/251108/inf/301577876d5064.png,Tenerife,canaryplates__,/user86993,2025-11-08 14:21:54,1,0
España,Hyosung GV (Aquila),,,/es/nomer30157782,https://img03.platesmania.com/251108/m/30157782.jpg,1596 DWL,https://img03.platesmania.com/251108/inf/3015778229cd9d.png,2025-11-08 14:21:44,El_Vocho,/user95504,2025-11-08 14:21:44,3,0
España,SEAT Ateca,"1st gen (KH7), facelift, 2020–",/gallery.php?markaavto=86&model=8472&modgen=382,/es/nomer30157778,https://img03.platesmania.com/251108/m/30157778.jpg,4381 MFN,https://img03.platesmania.com/251108/inf/30157778711208.png,Tenerife,canaryplates__,/user86993,2025-11-08 14:21:35,0,0
