country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Land Rover Range Rover Sport,"2nd gen (L494), facelift, 2017–2022",/gallery.php?markaavto=56&model=994&modgen=2060,/fr/nomer30160288,https://img03.platesmania.com/251108/m/30160288.jpg,EZ-552-MN,https://img03.platesmania.com/251108/inf/30160288dd3798.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:28:14,0,0
Francia,Opel Corsa,"5th gen 3-door Hatch (E; X15), 2014–2019",/gallery.php?markaavto=74&model=1398&modgen=12816,/fr/nomer30160280,https://img03.platesmania.com/251108/m/30160280.jpg,EN-110-LK,https://img03.platesmania.com/251108/inf/30160280eef267.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:27:34,0,0
Francia,BMW X3,"1st gen (E83), 2003–2010",/gallery.php?markaavto=22&model=46&modgen=1208,/fr/nomer30160277,https://img03.platesmania.com/251108/m/30160277.jpg,EF-240-JB,https://img03.platesmania.com/251108/inf/3016027790aeb2.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:27:11,0,0
Francia,Ford Puma,"2nd gen Crossover (BX726), 2019–",/gallery.php?markaavto=40&model=629&modgen=695,/fr/nomer30160273,https://img03.platesmania.com/251108/m/30160273.jpg,GP-272-QD,https://img03.platesmania.com/251108/inf/3016027339ba06.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:26:40,0,0
Francia,Toyota ProAce,"2nd gen Cargo Van (K0), 2016­–2024",/gallery.php?markaavto=93&model=7222&modgen=6495,/fr/nomer30160262,https://img03.platesmania.com/251108/m/30160262.jpg,GW-861-GK,https://img03.platesmania.com/251108/inf/3016026294a192.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:25:42,0,0
Francia,Audi Q3,"2nd gen Sportback (F3N), 2019–",/gallery.php?markaavto=19&model=4775&modgen=2954,/fr/nomer30160258,https://img03.platesmania.com/251108/m/30160258.jpg,GQ-856-TK,https://img03.platesmania.com/251108/inf/301602582ff481.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:25:17,0,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Peugeot 208,"1st gen 5-door Hatch (A9), facelift, 2015–2020",/gallery.php?markaavto=75&model=5545&modgen=12270,/fr/nomer30160247,https://img03.platesmania.com/251108/m/30160247.jpg,EY-872-EC,https://img03.platesmania.com/251108/inf/30160247652d82.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:24:29,0,0
Francia,Peugeot 807,"1st gen (V2), 2002–2014",/gallery.php?markaavto=75&model=1451&modgen=12328,/fr/nomer30160244,https://img03.platesmania.com/251108/m/30160244.jpg,AQ-560-EM,https://img03.platesmania.com/251108/inf/30160244bb3539.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:24:08,0,0
Francia,Audi A3,"3rd gen Sportback (8VA/8VF), facelift, 2016–2020",/gallery.php?markaavto=19&model=5&modgen=8951,/fr/nomer30160236,https://img03.platesmania.com/251108/m/30160236.jpg,FR-940-ZQ,https://img03.platesmania.com/251108/inf/301602369bb46c.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:23:07,0,0
Francia,Renault Captur,"2nd gen (XJB), 2019–2024",/gallery.php?markaavto=80&model=6233&modgen=3066,/fr/nomer30160232,https://img03.platesmania.com/251108/m/30160232.jpg,GL-123-MA,https://img03.platesmania.com/251108/inf/3016023297e545.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:22:44,0,0
Francia,Citroёn C3,"3rd gen (SX/SY; Global-market), 2016–",/gallery.php?markaavto=31&model=361&modgen=1487,/fr/nomer30160228,https://img03.platesmania.com/251108/m/30160228.jpg,GZ-280-RE,https://img03.platesmania.com/251108/inf/30160228ec595a.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:22:27,1,0
Francia,Audi A3,"1st gen 3-door Hatch (8L1), 1996–2003",/gallery.php?markaavto=19&model=5&modgen=82,/fr/nomer30160223,https://img03.platesmania.com/251108/m/30160223.jpg,FB-572-FK,https://img03.platesmania.com/251108/inf/30160223102b28.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:21:50,0,0
Francia,Citroёn C4,"3rd gen Coupé SUV (C41 /  ë-C4), 2020–2025",/gallery.php?markaavto=31&model=362&modgen=2447,/fr/nomer30160214,https://img03.platesmania.com/251108/m/30160214.jpg,GX-517-GC,https://img03.platesmania.com/251108/inf/301602149b80d8.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:20:48,0,0
Francia,Citroёn C3,"3rd gen (SX/SY; Global-market), 2016–",/gallery.php?markaavto=31&model=361&modgen=1487,/fr/nomer30160213,https://img03.platesmania.com/251108/m/30160213.jpg,GP-247-MY,https://img03.platesmania.com/251108/inf/30160213e4e94d.png,"CW 132 Skikda (23), Algeria November 2025",Youcef,/user116353,2025-11-08 18:20:36,3,0
Francia,Land Rover Freelander,"2nd gen (L359), 2006–2015",/gallery.php?markaavto=56&model=992&modgen=2045,/fr/nomer30160208,https://img03.platesmania.com/251108/m/30160208.jpg,CL-619-WX,https://img03.platesmania.com/251108/inf/3016020832d260.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:20:14,0,0
Francia,Mercedes-Benz GLC-Klasse,"1st gen SUV (X253), facelift, 2019–2022",/gallery.php?markaavto=66&model=8082&modgen=5522,/fr/nomer30160199,https://img03.platesmania.com/251108/m/30160199.jpg,FR-433-QG,https://img03.platesmania.com/251108/inf/30160199ba3747.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:19:24,0,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Renault Clio,"4th gen Hatch (B98), 2012–2020",/gallery.php?markaavto=80&model=1509&modgen=2402,/fr/nomer30160193,https://img03.platesmania.com/251108/m/30160193.jpg,EF-480-EH,https://img03.platesmania.com/251108/inf/30160193e21313.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:19:02,0,0
Francia,Ford Puma,"2nd gen Crossover (BX726), 2019–",/gallery.php?markaavto=40&model=629&modgen=695,/fr/nomer30160187,https://img03.platesmania.com/251108/m/30160187.jpg,FY-179-EP,https://img03.platesmania.com/251108/inf/30160187ecf592.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:18:41,0,0
Francia,BMW 5 Series,"3rd gen Sedan (E34), 1988–1995",/gallery.php?markaavto=22&model=86&modgen=1117,/fr/nomer30160176,https://img03.platesmania.com/251108/m/30160176.jpg,DY-023-LE,https://img03.platesmania.com/251108/inf/301601767e7004.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:17:40,0,0
Francia,Renault 21,"1st gen Nevada/Savanna (K48), 1987–1995",/gallery.php?markaavto=80&model=2467&modgen=14907,/fr/nomer30160167,https://img03.platesmania.com/251108/m/30160167.jpg,589 JS 33,https://img03.platesmania.com/251108/inf/30160167f61cbd.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:17:00,1,0
Francia,BMW X4,"2nd gen (G02), 2018–2021",/gallery.php?markaavto=22&model=7201&modgen=1218,/fr/nomer30160155,https://img03.platesmania.com/251108/m/30160155.jpg,FL-949-MK,https://img03.platesmania.com/251108/inf/30160155016409.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:16:20,0,0
Francia,Renault Clio,"5th gen (BJA), 2019–2023",/gallery.php?markaavto=80&model=1509&modgen=2403,/fr/nomer30160152,https://img03.platesmania.com/251108/m/30160152.jpg,WW-001-AQ,https://img03.platesmania.com/251108/inf/30160152cb0e03.png,"Skikda (23), Algeria November 2025",Youcef,/user116353,2025-11-08 18:16:11,4,0
Francia,Ford Focus,"3rd gen Hatch (DYB; C346), facelift, 2014–2019",/gallery.php?markaavto=40&model=36&modgen=5858,/fr/nomer30160144,https://img03.platesmania.com/251108/m/30160144.jpg,EF-643-RB,https://img03.platesmania.com/251108/inf/301601442c7ee9.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:15:42,0,0
Francia,Volkswagen Golf,"8th gen Hatch (CD1), 2020–",/gallery.php?markaavto=96&model=1888&modgen=1378,/fr/nomer30160141,https://img03.platesmania.com/251108/m/30160141.jpg,GL-221-XB,https://img03.platesmania.com/251108/inf/30160141db9aba.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:15:24,0,0
Francia,Volkswagen Tiguan,"2nd gen (AD/AX/Allspace/L), facelift, 2020–2024",/gallery.php?markaavto=96&model=1913&modgen=1245,/fr/nomer30160135,https://img03.platesmania.com/251108/m/30160135.jpg,FY-592-TY,https://img03.platesmania.com/251108/inf/3016013585e4d8.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:15:03,0,0
Francia,Audi A3,"2nd gen Sportback (8PA), 2004–2012",/gallery.php?markaavto=19&model=5&modgen=6062,/fr/nomer30160129,https://img03.platesmania.com/251108/m/30160129.jpg,FX-516-HK,https://img03.platesmania.com/251108/inf/30160129d02170.png,"CW 132 Skikda, Algeria November 2025",Youcef,/user116353,2025-11-08 18:14:41,3,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Renault Arkana,"1st gen (LJL/LJC), facelift, 2023–",/gallery.php?markaavto=80&model=9885&modgen=16145,/fr/nomer30160128,https://img03.platesmania.com/251108/m/30160128.jpg,HE-507-BY,https://img03.platesmania.com/251108/inf/30160128e5703c.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:14:36,0,0
Francia,Peugeot Partner,"1st gen (Origin) (M49), facelift, 2002–2013 (–present for LATAM-market)",/gallery.php?markaavto=75&model=1457&modgen=6225,/fr/nomer30160122,https://img03.platesmania.com/251108/m/30160122.jpg,EP-179-EW,https://img03.platesmania.com/251108/inf/30160122037866.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:14:08,0,0
Francia,Volkswagen Touran,"1st gen (1T3), 2nd facelift, 2010–2015",/gallery.php?markaavto=96&model=1915&modgen=1259,/fr/nomer30160112,https://img03.platesmania.com/251108/m/30160112.jpg,BE-695-GV,https://img03.platesmania.com/251108/inf/30160112cd149b.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:13:30,0,0
Francia,Citroёn Berlingo,"1st gen (First) (M49), facelift, 2002–2013 (–present for LATAM-market)",/gallery.php?markaavto=31&model=354&modgen=2441,/fr/nomer30160108,https://img03.platesmania.com/251108/m/30160108.jpg,4479 RK 33,https://img03.platesmania.com/251108/inf/30160108ecfecd.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:13:05,1,0
Francia,Mercedes-Benz Citan,"1st gen (W415), 2012–2021",/gallery.php?markaavto=66&model=5713&modgen=4900,/fr/nomer30160096,https://img03.platesmania.com/251108/m/30160096.jpg,EM-026-KT,https://img03.platesmania.com/251108/inf/30160096fe237b.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:12:28,0,0
Francia,FIAT Ducato,"3rd gen (290/295/E-Ducato(290)), 1st facelift, 2014–",/gallery.php?markaavto=39&model=565&modgen=584,/fr/nomer30160088,https://img03.platesmania.com/251108/m/30160088.jpg,HE-616-JV,https://img03.platesmania.com/251108/inf/30160088b3b6cf.png,"November 7th 2025 On the A50, in Arnhem, Gelderland, Netherlands #VansOf2019 #ExportedFromNetherlands (V-574-VD) VIN: ZFA25000002J93033",xdTAGCLAN,/user98708,2025-11-08 18:11:48,2,0
Francia,Mercedes-Benz GLK-Klasse,"1st gen (X204), 2008–2012",/gallery.php?markaavto=66&model=2295&modgen=13012,/fr/nomer30160066,https://img03.platesmania.com/251108/m/30160066.jpg,FX-943-XL,https://img03.platesmania.com/251108/inf/3016006620cab2.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:09:58,0,0
Francia,Mercedes-Benz CLC-Klasse,"1st gen (CL203), 2008–2011",/gallery.php?markaavto=66&model=2289&modgen=10600,/fr/nomer30160050,https://img03.platesmania.com/251108/m/30160050.jpg,AF-086-NS,https://img03.platesmania.com/251108/inf/301600505cc763.png,"Gironde (33), France",netsui,/user101492,2025-11-08 18:08:53,0,0
Francia,Peugeot 3008,"2nd gen (P84), facelift, 2020–2024",/gallery.php?markaavto=75&model=3949&modgen=1886,/fr/nomer30159955,https://img03.platesmania.com/251108/m/30159955.jpg,HE-027-QS,https://img03.platesmania.com/251108/inf/3015995532ab6a.png,"Geneva, Switzerland. 05.08.2025",Helvetics,/user17717,2025-11-08 17:57:23,1,0
Francia,BMW 3 Series,"7th gen Sedan (G20/G28), 2019–2022",/gallery.php?markaavto=22&model=87&modgen=864,/fr/nomer30159932,https://img03.platesmania.com/251108/m/30159932.jpg,FV-909-PE,https://img03.platesmania.com/251108/inf/30159932f3545e.png,"November 2025 Bucharest, Romania Rain.",romanian_carspots,/user95611,2025-11-08 17:54:07,3,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Mercedes-Benz E-Klasse,"1st gen Sedan (W124), 1984­–1995",/gallery.php?markaavto=66&model=2292&modgen=2649,/fr/nomer30159740,https://img03.platesmania.com/251108/m/30159740.jpg,BB-051-MA,https://img03.platesmania.com/251108/inf/301597404d936b.png,"Gironde (33), France 10/2025",E-Max,/user29906,2025-11-08 17:36:17,1,0
Francia,Dacia Spring,"1st gen (BBG), facelift, 2024–",/gallery.php?markaavto=32&model=12912&modgen=17187,/fr/nomer30159719,https://img03.platesmania.com/251108/m/30159719.jpg,HC-661-KK,https://img03.platesmania.com/251108/inf/3015971903dc30.png,"Paris, France 27/08/2025",Coucouplay,/user102103,2025-11-08 17:32:58,2,0
Francia,Smart ForTwo,"2nd gen (C451), 2007–2015",/gallery.php?markaavto=88&model=1634&modgen=3251,/fr/nomer30159716,https://img03.platesmania.com/251108/m/30159716.jpg,613 RLT 75,https://img03.platesmania.com/251108/inf/301597166d4cb4.png,"Paris, France 27/08/2025",Coucouplay,/user102103,2025-11-08 17:32:40,2,0
Francia,Smart ForTwo,"3rd gen (C453), 2014–2019",/gallery.php?markaavto=88&model=1634&modgen=3252,/fr/nomer30159711,https://img03.platesmania.com/251108/m/30159711.jpg,DY-036-YY,https://img03.platesmania.com/251108/inf/3015971144d1dd.png,"Paris, France 27/08/2025",Coucouplay,/user102103,2025-11-08 17:32:25,1,0
Francia,Mercedes-Benz S-Klasse,"Maybach, 9th gen Sedan (Z223), 2021–",/gallery.php?markaavto=66&model=2297&modgen=2285,/fr/nomer30159704,https://img03.platesmania.com/251108/m/30159704.jpg,GL-414-KM,https://img03.platesmania.com/251108/inf/30159704eaa619.png,"Paris, France 27/08/2025",Coucouplay,/user102103,2025-11-08 17:31:49,1,0
Francia,Aston Martin Cygnet,"1st gen (P298), 2011–2013",/gallery.php?markaavto=18&model=5731&modgen=18935,/fr/nomer30159693,https://img03.platesmania.com/251108/m/30159693.jpg,BQ-660-EW,https://img03.platesmania.com/251108/inf/30159693f84991.png,"Paris, France 27/08/2025",Coucouplay,/user102103,2025-11-08 17:30:31,2,0
Francia,Suzuki Ignis,"2nd gen (MF), facelift, 2020–",/gallery.php?markaavto=91&model=1684&modgen=13404,/fr/nomer30159682,https://img03.platesmania.com/251108/m/30159682.jpg,55 CD 365,https://img03.platesmania.com/251108/inf/30159682871f5e.png,"Paris, France 27/08/2025",Coucouplay,/user102103,2025-11-08 17:29:32,1,0
Francia,Mercedes-Benz V-Klasse,"3rd gen (W447), facelift, 2023–",/gallery.php?markaavto=66&model=2300&modgen=22077,/fr/nomer30159674,https://img03.platesmania.com/251108/m/30159674.jpg,WW-311-KM,https://img03.platesmania.com/251108/inf/30159674330d33.png,"Paris, France 27/08/2025 #CarsandPOI",Coucouplay,/user102103,2025-11-08 17:28:58,1,0
Francia,BMW M6,"1st gen (E24), 1983–1989",/gallery.php?markaavto=22&model=210&modgen=1196,/fr/nomer30159650,https://img03.platesmania.com/251108/m/30159650.jpg,135 BAX 972,https://img03.platesmania.com/251108/inf/30159650f4cd06.png,"Rhône (69), France 11/2025 #EpoquAuto2025",Henrix,/user102040,2025-11-08 17:26:52,2,0
Francia,Audi A1,"2nd gen Sportback (GBA), 2018–",/gallery.php?markaavto=19&model=3487&modgen=5572,/fr/nomer30159616,https://img03.platesmania.com/251108/m/30159616.jpg,HE-786-SP,https://img03.platesmania.com/251108/inf/301596167c4f31.png,"Geneva, Switzerland. 05.08.2025",Helvetics,/user17717,2025-11-08 17:23:57,1,0
country,vehicle,generation,generation_link,main_link,main_img,plate_number,plate_img,description,username,user_link,upload_time,likes,comments
Francia,Renault Mégane,"4th gen Estate Wagon (KFB), 2016–",/gallery.php?markaavto=80&model=1525&modgen=5918,/fr/nomer30159488,https://img03.platesmania.com/251108/m/30159488.jpg,GC-456-FW,https://img03.platesmania.com/251108/inf/301594887641a9.png,Eicma 2025 Rho fiera Rho (MI) Italy,TheCarGuy,/user116737,2025-11-08 17:13:19,2,0
Francia,Cadillac Lyriq,"1st gen (BEV3), 2022–",/gallery.php?markaavto=26&model=15092&modgen=17800,/fr/nomer30159467,https://img03.platesmania.com/251108/m/30159467.jpg,HC-529-QH,https://img03.platesmania.com/251108/inf/30159467d5c41e.png,"Biarritz (64), France 05/2025 #rental | National double auto spot (17-64) They were shooting a music video Car enthusiast merchandise",Armand,/user101389,2025-11-08 17:11:58,0,0
Francia,Peugeot 3008,"3rd gen (P64 / E-3008), 2024–",/gallery.php?markaavto=75&model=3949&modgen=15902,/fr/nomer30159456,https://img03.platesmania.com/251108/m/30159456.jpg,GZ-191-HE,https://img03.platesmania.com/251108/inf/30159456a312ba.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:11:00,0,0
Francia,Peugeot Rifter,"1st gen (K9), facelift, 2024–",/gallery.php?markaavto=75&model=9541&modgen=21536,/fr/nomer30159449,https://img03.platesmania.com/251108/m/30159449.jpg,GZ-714-XE,https://img03.platesmania.com/251108/inf/30159449af6533.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:10:46,0,0
Francia,Volkswagen Golf,"8th gen Variant (CD1), 2020–",/gallery.php?markaavto=96&model=1888&modgen=4977,/fr/nomer30159446,https://img03.platesmania.com/251108/m/30159446.jpg,HC-050-BC,https://img03.platesmania.com/251108/inf/30159446b10755.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:10:30,0,0
Francia,Dacia Spring,"1st gen (BBG), facelift, 2024–",/gallery.php?markaavto=32&model=12912&modgen=17187,/fr/nomer30159442,https://img03.platesmania.com/251108/m/30159442.jpg,HC-257-PK,https://img03.platesmania.com/251108/inf/301594422fc2df.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:10:14,0,0
Francia,Harley-Davidson FL,,,/fr/nomer30159436,https://img03.platesmania.com/251108/m/30159436.jpg,FF-240-YW,https://img03.platesmania.com/251108/inf/30159436d403b4.png,2025-11-08 17:09:58,Armand,/user101389,2025-11-08 17:09:58,1,0
Francia,Volkswagen Transporter,"3rd gen Van (T3), 1979–1992",/gallery.php?markaavto=96&model=1900&modgen=1264,/fr/nomer30159431,https://img03.platesmania.com/251108/m/30159431.jpg,AC-290-WP,https://img03.platesmania.com/251108/inf/301594316e2460.png,"A63 (64), France 05/2025",Armand,/user101389,2025-11-08 17:09:31,0,0
Francia,Roller Team,,,/fr/nomer30159425,https://img03.platesmania.com/251108/m/30159425.jpg,EN-425-EQ,https://img03.platesmania.com/251108/inf/30159425acd6d0.png,2025-11-08 17:09:06,Armand,/user101389,2025-11-08 17:09:06,0,0
