supplier_id,supplier_name,amount_awarded,share,cum_share,rank
A43049501,SERVEIS REUNITS SA,40945375.56,0.0007059563125394938,0.3684452331832122,178
U10713170,UTE Movus ¿ Movement Nextbike,40527336.0,0.0006987487179763233,0.3691439819011885,179
A08646226,"META ENGINEERING, S.A.",40491984.779999994,0.0006981392128350551,0.3698421211140236,180
U16902629,"UTE SACYR CONSTRUCCIÓN,  SAU - SCRINSER, SAU, UNIÓN TEMPORAL DE EMPRESAS, LEY 18/1982 de 26 de mayo, abreujadament ""UTE 238 VIVIENDAS ILLA GLORIES""""""",40366570.41,0.0006959768913280775,0.37053809800535165,181
B65675365,"ARTÍFEX INFRAESTRUCTURAS, S.L.U.",39987898.25,0.000689448046542096,0.37122754605189373,182
B60566627,GESA S.L,39984195.17,0.0006893842001939776,0.3719169302520877,183
U44547206,"FERROVIAL CONSTRUCCIÓN, SA Y CLIMAVA, SL UNIÓN TEMPORAL DE EMPRESAS, LEY 18/1982",39910849.96,0.0006881196248106561,0.37260504987689835,184
A28925899,"JANSSEN CILAG S,A,",39766513.61,0.0006856310615475814,0.3732906809384459,185
A08175994,"ACCIONA FACILITY SERVICES, SA",39728009.14,0.0006849671899067497,0.37397564812835266,186
B66825936,"BATLLE I ROIG ARQUITECTURA, SLP",39707684.410000004,0.0006846167627523295,0.374660264891105,187
B65879496,"COESTECNIC, SLP",39463404.93,0.0006804050382640007,0.375340669929369,188
A41050113,"ITURRI, SA",39377787.0,0.0006789288637919534,0.37601959879316094,189
A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT SA,39294810.6,0.0006774982330413339,0.37669709702620224,190
A25031576,"M. I J. GRUAS, S.A.",39241464.14,0.0006765784644551733,0.3773736754906574,191
B12632675,ENGITEC PROJECTES D'ENGINYERIA,39045256.28,0.000673195562834601,0.37804687105349205,192
B17873696,"Construccions Busquets Vilobí, SLU",39014749.22,0.0006726695778780712,0.37871954063137014,193
A48062277,"CADAGUA, S.A.",38973933.8,0.0006719658621835911,0.37939150649355374,194
A58425760,"ROGASA CONSTRUCCIONES Y CONTRATAS, S.A.U.",38704687.26,0.0006673236701913871,0.38005883016374514,195
B61122446,"EDUARD FENOY I ASSOCIATS, SLP - EFAARQUITECTES",38568592.5,0.0006649772036219266,0.38072380736736705,196
J58948266,COLECTIVO CCRS,38521823.03,0.0006641708316658984,0.381387978199033,197
A17022344,"ARCADI PLA, SAU",38493812.67,0.0006636878933563077,0.3820516660923893,198
B60760386,Microarquitectura SL,38369235.11,0.0006615399996398636,0.38271320609202913,199
B25303611,"ARNÓ INFRAESTRUCTURAS, SLU",38220925.25,0.0006589829274321505,0.3833721890194613,200
